author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
Группа Эталон;developer;https://spb.cian.ru/sale/flat/285018061/;Sankt-Peterburg;sale;flat;8;19;1;32.1;271028;8700000;2023;13.0;5.0;+78122181141;Moskovskij;Parfenovskaja;Moskovskie vorota;Moskovskie vorota II
RBI;developer;https://spb.cian.ru/sale/flat/285388679/;Sankt-Peterburg;sale;flat;12;24;1;26.3;258555;6800000;2023;19.0;-1;+78122134228;Primorskij;Plesetskaja;Komendantskij prospekt;Ultra City
Метры оптом;real_estate_agent;https://spb.cian.ru/sale/flat/284623887/;Sankt-Peterburg;sale;flat;1;6;1;25.0;236000;5900000;1917;-1;-1;+79811792023;Admiraltejskij;Kolomna;Sadovaja;
River Beach Apart;real_estate_agent;https://spb.cian.ru/sale/flat/284556704/;Sankt-Peterburg;sale;flat;3;3;-1;35.5;220000;7810000;-1;20.0;5.0;+79819217175;Nevskij;Rybatskoe;Rybatskoe;
РосСтройИнвест;developer;https://spb.cian.ru/sale/flat/280012661/;Sankt-Peterburg;sale;flat;2;13;1;20.1;226999;4562681;2024;14.0;-1;+78122181078;Primorskij;Juntolovo;Begovaja;Tajm Skver ZhK
River Beach Apart;real_estate_agent;https://spb.cian.ru/sale/flat/284551095/;Sankt-Peterburg;sale;flat;2;3;-1;27.7;180500;4999850;-1;10.0;5.0;+79819217175;Nevskij;Rybatskoe;Rybatskoe;
River Beach Apart;real_estate_agent;https://spb.cian.ru/sale/flat/284595441/;Sankt-Peterburg;sale;flat;2;3;-1;26.3;190000;4997000;-1;10.0;5.0;+79819217175;Nevskij;Rybatskoe;Rybatskoe;
River Beach Apart;real_estate_agent;https://spb.cian.ru/sale/flat/284605693/;Sankt-Peterburg;sale;flat;2;3;-1;28.4;190000;5396000;-1;10.0;5.0;+79819217175;Nevskij;Rybatskoe;Rybatskoe;
LEGENDA Intelligent Development;developer;https://spb.cian.ru/sale/flat/283098161/;Sankt-Peterburg;sale;flat;6;10;1;28.41;383252;10888200;2025;-1;-1;+78123894314;Primorskij;Starobel'skaja;Chernaja rechka;
РСТИ;developer;https://spb.cian.ru/sale/flat/284358928/;Sankt-Peterburg;sale;flat;7;7;1;20.05;317565;6367183;2025;13.0;-1;+78122136061;Kalininskij;Finljandskij;Vyborgskaja;Master Place
ПИК;developer;https://spb.cian.ru/sale/flat/279628245/;Sankt-Peterburg;sale;flat;3;12;1;22.1;270047;5968060;2025;10.0;5.0;+78122136750;Frunzenskij;Volkovskoe;Volkovskaja;Aeronavt ZhK
РосСтройИнвест;developer;https://spb.cian.ru/sale/flat/276767059/;Sankt-Peterburg;sale;flat;4;16;1;19.73;250708;4946476;2024;13.0;-1;+78122134047;Moskovskij;Kubinskaja;Leninskij prospekt;Cube
RBI;developer;https://spb.cian.ru/sale/flat/277296866/;Sankt-Peterburg;sale;flat;4;9;1;39.6;490481;19423087;2025;26.0;-1;+78122136849;Tsentral'nyj;Mirgorodskaja;Ploschad' Aleksandra Nevskogo;Mir'
КВС;real_estate_agent;https://spb.cian.ru/sale/flat/280774631/;Sankt-Peterburg;sale;flat;12;23;1;24.5;183669;4499900;2021;14.0;5.0;+79812269041;Primorskij;Kolomjagi;Komendantskij prospekt;Chistoe nebo
Академия - центральный офис;real_estate_agent;https://spb.cian.ru/sale/flat/284694282/;Sankt-Peterburg;sale;flat;8;16;1;24.6;231707;5700000;2005;16.0;3.0;+79811095486;Moskovskij;Varshavskaja;Elektrosila;
VALO;real_estate_agent;https://spb.cian.ru/sale/flat/283819210/;Sankt-Peterburg;sale;flat;16;18;-1;24.67;263477;6500000;2019;15.0;-1;+79819192386;Frunzenskij;Salova;Buharestskaja;Dohodnye apartamenty VALO
RBI;developer;https://spb.cian.ru/sale/flat/271710002/;Sankt-Peterburg;sale;flat;2;13;-1;23.5;304255;7150000;2021;-1;-1;+78123896720;Moskovskij;Zaozernaja;Frunzenskaja;Apart-otel' ARTSTUDIO Moskovsky
Арсенал-Недвижимость;developer;https://spb.cian.ru/sale/flat/275720080/;Sankt-Peterburg;sale;flat;12;12;1;47.84;297000;14208480;2020;32.0;-1;+78123896733;Primorskij;Plesetskaja;Komendantskij prospekt;Ariosto!
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/279677318/;Sankt-Peterburg;sale;flat;3;14;-1;20.61;216000;4451762;2022;7.0;5.0;+78122181265;Kirovskij;Avtovo;Kirovskij zavod;Apart-otel' Putilov AVENIR
СЕНАТОР;developer;https://spb.cian.ru/sale/flat/255935561/;Sankt-Peterburg;sale;flat;1;13;1;23.2;316326;7338776;2023;12.0;-1;+78123892180;Kurortnyj;Primorskoe shosse;;MFK Morskaja riv'era
Группа Эталон;developer;https://spb.cian.ru/sale/flat/283802041/;Sankt-Peterburg;sale;flat;9;10;1;25.03;406408;10172402;2023;14.0;2.0;+78123893007;Admiraltejskij;Kurljandskaja;Baltijskaja;Wellamo
Полис;developer;https://spb.cian.ru/sale/flat/273233404/;Sankt-Peterburg;sale;flat;6;13;1;22.84;245127;5598720;2023;15.0;-1;+78122134001;Primorskij;Juntolovo;Komendantskij prospekt;Polis Primorskij
Группа Эталон;developer;https://spb.cian.ru/sale/flat/285019011/;Sankt-Peterburg;sale;flat;1;23;1;37.1;147032;5454924;2014;21.0;-1;+78122181160;Nevskij;Rusanovskaja;;Lastochkino gnezdo
Группа Эталон;developer;https://spb.cian.ru/sale/flat/285041310/;Sankt-Peterburg;sale;flat;22;22;-1;78.2;139622;10918494;2020;-1;-1;+78122132390;Krasnogvardejskij;Boksitogorskaja;Ladozhskaja;Ohta Haus
Никита Нестерук;realtor;https://spb.cian.ru/sale/flat/283537699/;Sankt-Peterburg;sale;flat;9;23;1;23.9;192091;4590990;2019;17.0;3.0;+79818171021;Pushkinskij;Shkol'naja;Kupchino;UP-kvartal Moskovskij
ПИК;developer;https://spb.cian.ru/sale/flat/268519374/;Sankt-Peterburg;sale;flat;1;13;1;25.2;333800;8411760;2022;11.0;6.0;+78123896955;Vyborgskij;Sampsonievskoe;Lesnaja;Kantemirovskaja 11
Elba;developer;https://spb.cian.ru/sale/flat/282818895/;Sankt-Peterburg;sale;flat;7;10;1;31.23;268972;8400000;2024;14.0;5.0;+78122181178;Frunzenskij;Prilukskaja;Obvodnyj kanal;Dom na Prilukskoj
RBI;developer;https://spb.cian.ru/sale/flat/273024315/;Sankt-Peterburg;sale;flat;3;16;-1;38.7;289405;11200000;2024;23.0;-1;+78126029057;Moskovskij;Moskovskaja zastava;Moskovskie vorota;Apart-otel' ARTSTUDIO M103
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/279676549/;Sankt-Peterburg;sale;flat;8;14;-1;51.26;211639;10848666;2024;36.0;10.0;+78122181274;Krasnogvardejskij;Magnitogorskaja;;Ladozhsky AVENIR
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/284652383/;Sankt-Peterburg;sale;flat;7;9;1;30.0;246666;7400000;2022;20.0;5.0;+78122181255;Moskovskij;Kievskaja;Frunzenskaja;Apart-otel' Moskovsky AVENIR
Мегалит–Охта Групп;developer;https://spb.cian.ru/sale/flat/271502606/;Sankt-Peterburg;sale;flat;5;21;1;22.7;305374;6932000;2022;15.0;-1;+78122181028;Primorskij;Komendantskij aerodrom;Pionerskaja;Primorskij kvartal
Полис;developer;https://spb.cian.ru/sale/flat/278510599/;Sankt-Peterburg;sale;flat;11;13;1;20.65;203238;4196880;2024;13.0;-1;+78122132384;Primorskij;Juntolovo;Komendantskij prospekt;Polis Primorskij 2 ZhK
СЕНАТОР;developer;https://spb.cian.ru/sale/flat/282794145/;Sankt-Peterburg;sale;flat;7;11;1;23.4;245689;5749130;2023;14.0;-1;+78122134071;Nevskij;Narodnyj;Lomonosovskaja;Panorama Nevy
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/267975755/;Sankt-Peterburg;sale;flat;9;11;1;39.95;358900;14338055;2024;29.0;-1;+78122132401;Moskovskij;Moskovskaja zastava;Elektrosila;AjDi Park Pobedy ZhK
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/283065924/;Sankt-Peterburg;sale;flat;10;13;1;23.54;257765;6067809;2023;15.0;-1;+78126029072;Vasileostrovskij;Gavan';Gornyj institut;Akvilon Zaliv ZhK
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/273535417/;Sankt-Peterburg;sale;flat;6;12;1;21.36;290335;6201560;2024;13.0;-1;+78122136059;Moskovskij;Zvezdnoe;Zvezdnaja;Triumf Park ZhK
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/256447353/;Sankt-Peterburg;sale;flat;6;14;1;24.92;237099;5908532;2024;13.0;5.0;+78122134149;Vasileostrovskij;Gavan';Primorskaja;Morskaja Naberezhnaja ZhK
Element Development;developer;https://spb.cian.ru/sale/flat/283215854/;Sankt-Peterburg;sale;flat;8;25;1;30.3;411300;12462390;2025;12.0;-1;+78122181088;Moskovskij;Altajskaja;Moskovskaja;Shepilevskij
Росстройинвест;developer;https://spb.cian.ru/sale/flat/280432134/;Sankt-Peterburg;sale;flat;2;12;1;22.39;207935;4655672;2025;14.0;-1;+78122136048;Krasnogvardejskij;Poljustrovo;Akademicheskaja;Akademik
Страна Девелопмент;developer;https://spb.cian.ru/sale/flat/275858487/;Sankt-Peterburg;sale;flat;9;12;1;22.85;442013;10100000;2023;5.0;12.0;+78122132239;Vasileostrovskij;Beringa;Primorskaja;Dom na Vasil'evskom
Базис;developer;https://spb.cian.ru/sale/flat/282866741/;Sankt-Peterburg;sale;flat;7;12;1;29.0;350000;10150000;2023;17.0;-1;+78122134065;Primorskij;Beloostrovskaja;Lesnaja;Belyj ostrov
УК АМ;developer;https://spb.cian.ru/sale/flat/284253679/;Sankt-Peterburg;sale;flat;5;10;-1;21.2;364500;7727400;2025;-1;-1;+78122181217;Tsentral'nyj;Smol'ninskoe;Ploschad' Aleksandra Nevskogo;Invest-otel' VIDI
Росстройинвест;developer;https://spb.cian.ru/sale/flat/277912531/;Sankt-Peterburg;sale;flat;11;23;1;28.23;321288;9069964;2023;18.0;-1;+78122134052;Kalininskij;Finljandskij;Lesnaja;Belart ZhK
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282975200/;Sankt-Peterburg;sale;flat;7;10;1;25.9;158301;4100000;1974;14.0;-1;+79817205663;Vasileostrovskij;Nahimova;Primorskaja;
ID 50878130;unknown;https://spb.cian.ru/sale/flat/283363155/;Sankt-Peterburg;sale;flat;2;26;1;27.8;179856;5000000;2007;-1;-1;+79681865257;Vyborgskij;Shuvalovo-Ozerki;Prospekt Prosveschenija;Vyborgskoe sh. 27/3
Страна Девелопмент;developer;https://spb.cian.ru/sale/flat/275589506/;Sankt-Peterburg;sale;flat;6;8;1;30.72;349311;10730840;2022;-1;19.0;+78122134136;Kirovskij;Dvinskaja;Baltijskaja;Printsip
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/279676829/;Sankt-Peterburg;sale;flat;3;12;-1;25.81;170476;4400000;2022;12.0;5.0;+78122134329;Kirovskij;Avtovo;Avtovo;Apart-otel' Kirovsky AVENIR
Петербургская Строительная Компания;developer;https://spb.cian.ru/sale/flat/280819972/;Sankt-Peterburg;sale;flat;4;25;-1;202.0;23267;4699999;2024;10.0;4.0;+78122181233;Primorskij;Kolomjagi;Prospekt Prosveschenija;Frends ZhK
Euroinvest Development;developer;https://spb.cian.ru/sale/flat/284799596/;Sankt-Peterburg;sale;flat;5;12;1;25.36;251000;6365360;2025;18.0;-1;+78122132214;Vyborgskij;Svetlanovskoe;Udel'naja;ID Svetlanovskiy
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/278272651/;Sankt-Peterburg;sale;flat;3;12;1;20.6;262800;5413680;2025;10.0;5.0;+78122134148;Krasnogvardejskij;Partizanskaja;Novocherkasskaja;LSR. Bol'shaja Ohta
БФА-Девелопмент;developer;https://spb.cian.ru/sale/flat/282780382/;Sankt-Peterburg;sale;flat;2;20;1;26.24;239596;6287000;2023;17.0;-1;+78122181046;Krasnosel'skij;Marshala Zaharova;Avtovo;Ogni Zaliva
Росстройинвест;developer;https://spb.cian.ru/sale/flat/277911567/;Sankt-Peterburg;sale;flat;11;13;1;24.6;266296;6550894;2022;17.0;-1;+78122134356;Primorskij;Planernaja;Staraja Derevnja;New Time
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/283039076/;Sankt-Peterburg;sale;flat;12;18;-1;25.9;164092;4250000;2023;15.0;-1;+79817205663;Nevskij;Tovarischeskij prospekt;Ulitsa Dybenko;AVENUE APART na Dybenko
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/283702848/;Sankt-Peterburg;sale;flat;22;25;1;25.2;174603;4400000;2019;18.0;-1;+79817205663;Pushkinskij;Valdajskaja;Kupchino;Shushary
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/284388308/;Sankt-Peterburg;sale;flat;7;24;1;24.75;183838;4550000;2022;13.0;-1;+79817205663;Primorskij;Kolomjagi;Komendantskij prospekt;Chistoe nebo
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/284240036/;Sankt-Peterburg;sale;flat;9;17;1;24.91;188679;4700000;2023;18.0;-1;+79817205663;Primorskij;Verhne-Kamenskaja;Komendantskij prospekt;Chistoe nebo
ЦАН - Центральное Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/284388314/;Sankt-Peterburg;sale;flat;12;12;1;24.32;238486;5800000;2022;18.0;-1;+79817205663;Vyborgskij;Svetlanovskoe;Udel'naja;Panorama park Sosnovka
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/280306925/;Sankt-Peterburg;sale;flat;4;18;1;20.2;300200;6064040;2023;8.0;5.0;+78122134083;Nevskij;Nevskij;Ulitsa Dybenko;Tsivilizatsija na Neve
Прагма;developer;https://spb.cian.ru/sale/flat/284623539/;Sankt-Peterburg;sale;flat;6;23;1;38.4;202807;7787789;2022;25.0;-1;+78124244885;Vyborgskij;doroga Ol'ginskaja;Parnas;Pragma city
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/265452833/;Sankt-Peterburg;sale;flat;24;25;1;22.36;206700;4621812;2024;10.0;5.0;+78122134184;Krasnosel'skij;Jugo-Zapad;Avtovo;Morskaja milja ZhK
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/272971964/;Sankt-Peterburg;sale;flat;7;17;1;19.72;278000;5482160;2024;8.0;5.0;+78122134144;Vasileostrovskij;Gavan';Gornyj institut;Morskaja Naberezhnaja ZhK
Метры оптом;real_estate_agent;https://spb.cian.ru/sale/flat/273382412/;Sankt-Peterburg;sale;flat;2;4;1;30.3;253135;7670000;1852;-1;-1;+79811792023;Tsentral'nyj;Litejnyj;Chernyshevskaja;
Метры оптом;real_estate_agent;https://spb.cian.ru/sale/flat/284618840/;Sankt-Peterburg;sale;flat;1;5;1;19.0;197368;3750000;1898;15.0;-1;+79816883991;Admiraltejskij;Kolomna;Sadovaja;
Метры оптом;real_estate_agent;https://spb.cian.ru/sale/flat/275050952/;Sankt-Peterburg;sale;flat;1;6;1;16.0;256250;4100000;1914;-1;-1;+79811792023;Admiraltejskij;Kolomna;Sadovaja;
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/284278754/;Sankt-Peterburg;sale;flat;25;25;1;19.44;227499;4422600;2023;8.0;2.0;+78122134293;Vyborgskij;Zarechnaja;Prospekt Prosveschenija;Severnaja dolina
ИЛЬИЧ home;representative_developer;https://spb.cian.ru/sale/flat/271540992/;Sankt-Peterburg;sale;flat;2;14;1;23.32;309267;7212113;2023;11.0;5.0;+78122132420;Primorskij;Chernaja rechka;Lesnaja;Chernaja Rechka ZhK
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/273227087/;Sankt-Peterburg;sale;flat;12;12;-1;41.8;254400;10633920;2021;32.0;-1;+78122134022;Moskovskij;Zvezdnoe;Zvezdnaja;NEOPARK
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/284845622/;Sankt-Peterburg;sale;flat;5;13;1;21.83;176906;3861858;2025;12.0;-1;+78122181187;Pushkinskij;;Kupchino;Akvilon All In 3.0
Барокко;real_estate_agent;https://spb.cian.ru/sale/flat/278936351/;Sankt-Peterburg;sale;flat;4;8;1;29.03;151567;4400000;2023;18.0;1.0;+79692033491;Krasnosel'skij;Uritsk;Prospekt Veteranov;Solnechnyj gorod
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/271560636/;Sankt-Peterburg;sale;flat;7;21;1;21.1;167500;3534250;2024;10.0;5.0;+78122134206;Krasnogvardejskij;Poljustrovo;Politehnicheskaja;Ruch'i ZhK
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/280062923/;Sankt-Peterburg;sale;flat;9;24;1;26.79;222400;5958096;2024;17.0;-1;+78122136029;Primorskij;Lahta-Ol'gino;Begovaja;Juntolovo
Стоун;developer;https://spb.cian.ru/sale/flat/285151982/;Sankt-Peterburg;sale;flat;8;11;1;27.87;120255;3351530;2023;19.0;-1;+78122134061;Pushkinskij;;Shushary;Polet ZhK
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/264976102/;Sankt-Peterburg;sale;flat;1;13;1;25.6;195615;5007744;2023;18.0;-1;+78126029070;Primorskij;Planernaja;Komendantskij prospekt;FoRest Akvilon
СМАРТ-МЕТРЫ ДЕВЕЛОПМЕНТ;real_estate_agent;https://spb.cian.ru/sale/flat/284485152/;Sankt-Peterburg;sale;flat;1;4;1;16.73;286909;4800000;-1;-1;-1;+79052065152;Vasileostrovskij;naberezhnaja Lejtenanta Shmidta;Vasileostrovskaja;
СМАРТ-МЕТРЫ ДЕВЕЛОПМЕНТ;real_estate_agent;https://spb.cian.ru/sale/flat/285401445/;Sankt-Peterburg;sale;flat;2;5;1;50.7;280078;14200000;1867;-1;-1;+79052065152;Admiraltejskij;Izmajlovskoe;Baltijskaja;
Метры оптом;real_estate_agent;https://spb.cian.ru/sale/flat/282908370/;Sankt-Peterburg;sale;flat;2;6;1;34.0;199117;6770000;1829;30.0;-1;+79816883991;Admiraltejskij;Semenovskij;Tehnologicheskij institut;
ХочуКвартиру;real_estate_agent;https://spb.cian.ru/sale/flat/267267795/;Sankt-Peterburg;sale;flat;4;20;-1;32.4;135802;4400000;2022;29.0;-1;+79811517502;Vyborgskij;Parnas;Parnas;Kompleks apartamentov START
Метры оптом;real_estate_agent;https://spb.cian.ru/sale/flat/285091308/;Sankt-Peterburg;sale;flat;2;5;1;23.0;254347;5850000;1897;-1;-1;+79811792023;Vasileostrovskij;pereulok Tuchkov;Sportivnaja;
МИР недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282046724/;Sankt-Peterburg;sale;flat;17;21;1;24.0;191666;4600000;2017;17.0;-1;+79818762234;Primorskij;Kolomjagi;;Chistoe nebo
КВС;real_estate_agent;https://spb.cian.ru/sale/flat/283853752/;Sankt-Peterburg;sale;flat;2;5;1;21.3;176056;3750000;2023;10.0;5.0;+79675387109;Pushkinskij;;Zvezdnaja;JugTaun ZhK
YES INVEST;real_estate_agent;https://spb.cian.ru/sale/flat/285642537/;Sankt-Peterburg;sale;flat;2;4;1;24.7;216599;5350000;1916;18.0;2.0;+79811602809;Petrogradskij;Podrezova;Petrogradskaja;
M-Union;real_estate_agent;https://spb.cian.ru/sale/flat/285235011/;Sankt-Peterburg;sale;flat;7;20;-1;22.1;177375;3920000;2022;17.0;-1;+79117835162;Vyborgskij;Parnas;Parnas;Kompleks apartamentov START
ID 91244210;developer;https://spb.cian.ru/sale/flat/281141085/;Sankt-Peterburg;sale;flat;7;8;-1;22.44;345000;7741800;2019;-1;-1;+78122132414;Tsentral'nyj;Hersonskaja;Ploschad' Aleksandra Nevskogo;Apart-otel' Yard Residence
ГлавстройСПб;developer;https://spb.cian.ru/sale/flat/274181209/;Sankt-Peterburg;sale;flat;11;25;1;20.19;223000;4502370;2023;8.0;3.0;+78122134293;Vyborgskij;Zarechnaja;Prospekt Prosveschenija;Severnaja dolina
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/285225825/;Sankt-Peterburg;sale;flat;1;8;1;24.67;182409;4500054;2023;18.0;-1;+78124580971;Krasnosel'skij;Sosnovaja poljana;Prospekt Veteranov;Solnechnyj gorod
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/283096196/;Sankt-Peterburg;sale;flat;1;4;1;24.1;192950;4650095;2022;18.0;-1;+78124583542;Krasnosel'skij;Ivana Kulikova;Leninskij prospekt;Solnechnyj gorod. Rezidentsii
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/279211778/;Sankt-Peterburg;sale;flat;1;18;1;27.7;185928;5150233;2023;20.0;-1;+78124583526;Primorskij;Kolomjagi;Komendantskij prospekt;Chistoe nebo
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/283735422/;Sankt-Peterburg;sale;flat;14;18;-1;-1;-7150029;7150029;2018;18.0;-1;+78124580675;Moskovskij;Pulkovskij meridian;Moskovskaja;Moskva
Шельф;developer;https://spb.cian.ru/sale/flat/268905988/;Sankt-Peterburg;sale;flat;11;26;1;28.93;133081;3850060;2023;11.0;5.0;+78122132238;Pushkinskij;prospekt Novgorodskij;Shushary;Simple
Мегалит–Охта Групп;developer;https://spb.cian.ru/sale/flat/259405699/;Sankt-Peterburg;sale;flat;12;25;1;29.43;244750;7203000;2024;18.0;-1;+78122181028;Primorskij;Komendantskij aerodrom;Pionerskaja;Primorskij kvartal
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/271052848/;Sankt-Peterburg;sale;flat;14;25;1;20.4;228900;4669560;2022;8.0;5.0;+78122134050;Primorskij;Kolomjagi;Ozerki;Zapovednyj park
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/264975558/;Sankt-Peterburg;sale;flat;1;13;1;20.57;234945;4832819;2023;14.0;-1;+78126029070;Primorskij;Planernaja;Komendantskij prospekt;FoRest Akvilon
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/285225925/;Sankt-Peterburg;sale;flat;4;10;1;23.93;271625;6500010;2025;18.0;-1;+78123896725;Moskovskij;Kubinskaja;Leninskij prospekt;Senat
Ленстройтрест;developer;https://spb.cian.ru/sale/flat/283556766/;Sankt-Peterburg;sale;flat;16;25;1;27.04;264385;7148980;2022;11.0;6.0;+78123896960;Primorskij;Kolomjagi;Prospekt Prosveschenija;Okla
ЦДС;developer;https://spb.cian.ru/sale/flat/275418084/;Sankt-Peterburg;sale;flat;9;24;1;25.8;205769;5308853;2023;20.0;-1;+78122134290;Nevskij;Rusanovskaja;Obuhovo;TsDS Prinevskij
ЛСР. Недвижимость;developer;https://spb.cian.ru/sale/flat/273227041/;Sankt-Peterburg;sale;flat;11;12;-1;34.6;249600;8636160;2021;22.0;-1;+78122134022;Moskovskij;Zvezdnoe;Zvezdnaja;NEOPARK
